Gene_ID,Gene_Name
GeneID:11350,Abl1
GeneID:227723,Prrc2b
GeneID:71254,Naif1
GeneID:241308,Ralgps1
GeneID:26360,Angptl2
GeneID:66998,Psmd5
GeneID:77996,D730039F16Rik
GeneID:100504493,Gm13605
GeneID:69601,Dab2ip
GeneID:24136,Zeb2
GeneID:56194,Prpf40a
GeneID:65103,Arl6ip6
GeneID:66860,Tanc1
GeneID:407823,Baz2b
GeneID:16420,Itgb6
GeneID:59029,Psmd14
GeneID:66935,Cir1
GeneID:74616,Scrn3
GeneID:18024,Nfe2l2
GeneID:320474,E030042O20Rik
GeneID:22138,Ttn
GeneID:54598,Calcrl
GeneID:19400,Rapsn
GeneID:19182,Psmc3
GeneID:68427,Slc39a13
GeneID:228356,1110051M20Rik
GeneID:51897,Atg13
GeneID:192285,Phf21a
GeneID:80976,Syt13
GeneID:12505,Cd44
GeneID:319854,A930006I01Rik
GeneID:12359,Cat
GeneID:241589,D430041D05Rik
GeneID:211896,Depdc7
GeneID:14260,Fmn1
GeneID:17536,Meis2
GeneID:72603,2700033N17Rik
GeneID:69974,2810405F15Rik
GeneID:114715,Spred1
GeneID:68215,Fam98b
GeneID:73938,4930412B13Rik
GeneID:214230,Pak6
GeneID:20732,Spint1
GeneID:68142,Ino80
GeneID:26390,Mapkbp1
GeneID:140810,Ttbk2
GeneID:100502700,AV039307
GeneID:22222,Ubr1
GeneID:17754,Map1a
GeneID:319996,Casc4
GeneID:213696,Duoxa1
GeneID:99439,Duox1
GeneID:59010,Sqrdl
GeneID:214968,Sema6d
GeneID:271849,Shc4
GeneID:69976,Galk2
GeneID:228576,Mall
GeneID:12125,Bcl2l11
GeneID:100043424,Gm14005
GeneID:72477,Tmem87b
GeneID:20515,Slc20a1
GeneID:67333,Stk35
GeneID:228607,Mavs
GeneID:101055744,LOC101055744
GeneID:110911,Cds2
GeneID:767814,AU019990
GeneID:74243,Slx4ip
GeneID:72899,Macrod2
GeneID:433481,Gm5535
GeneID:17957,Napb
GeneID:12497,Entpd6
GeneID:545474,Scrt2
GeneID:76650,Srxn1
GeneID:12995,Csnk2a1
GeneID:228775,Trib3
GeneID:791417,Gm14164
GeneID:74711,Ttll9
GeneID:60525,Acss2
GeneID:14854,Gss
GeneID:19124,Procr
GeneID:17391,Mmp24
GeneID:613262,BC029722
GeneID:16418,Eif6
GeneID:71405,Fam83c
GeneID:56046,Uqcc
GeneID:228839,Tgif2
GeneID:74487,5430405H02Rik
GeneID:74704,4930518I15Rik
GeneID:67388,1110008F13Rik
GeneID:77799,Sla2
GeneID:320706,Soga1
GeneID:14601,Ghrh
GeneID:20779,Src
GeneID:72340,2010009K17Rik
GeneID:329547,Bpi
GeneID:68108,9430008C03Rik
GeneID:71613,9130015L21Rik
GeneID:21969,Top1
GeneID:18803,Plcg1
GeneID:66680,3230401D17Rik
GeneID:67701,Wfdc2
GeneID:228880,Zmynd8
GeneID:17979,Ncoa3
GeneID:72043,Sulf2
GeneID:277360,Prex1
GeneID:77031,Slc9a8
GeneID:66589,Ube2v1
GeneID:407243,Tmem189
GeneID:12608,Cebpb
GeneID:329562,A530013C23Rik
GeneID:11538,Adnp
GeneID:18019,Nfatc2
GeneID:65112,Pmepa1
GeneID:70065,Ankrd60
GeneID:100043757,Zfp831
GeneID:12561,Cdh4
GeneID:269397,Ss18l1
GeneID:52856,Gtpbp5
GeneID:228983,Osbpl2
GeneID:56436,Adrm1
GeneID:16776,Lama5
GeneID:23856,Dido1
GeneID:13628,Eef1a2
GeneID:75149,4930539M17Rik
GeneID:320088,C030034L19Rik
GeneID:170753,Zfp704
GeneID:72007,Fndc3b
GeneID:100038440,Gm16508
GeneID:72511,2610316D01Rik
GeneID:18526,Pcdh10
GeneID:26570,Slc7a11
GeneID:211666,Mgst2
GeneID:56458,Foxo1
GeneID:242022,Frem2
GeneID:97064,Wwtr1
GeneID:18645,Pfn2
GeneID:56758,Mbnl1
GeneID:100503654,Gm19816
GeneID:74012,Rap2b
GeneID:16649,Kpna4
GeneID:67738,Ppid
GeneID:80890,Trim2
GeneID:229487,Pet112
GeneID:100502914,Gm19451
GeneID:17261,Mef2d
GeneID:56700,0610031J06Rik
GeneID:71913,Tmem79
GeneID:229512,Smg5
GeneID:16905,Lmna
GeneID:74200,2810403A07Rik
GeneID:19769,Rit1
GeneID:72296,Rusc1
GeneID:110196,Fdps
GeneID:329702,Dcst2
GeneID:22724,Zbtb7b
GeneID:545539,Gm15417
GeneID:68911,Pygo2
GeneID:16194,Il6ra
GeneID:100124481,Mir190b
GeneID:59069,Tpm3
GeneID:66511,Chtop
GeneID:20193,S100a1
GeneID:20196,S100a13
GeneID:19185,Psmd4
GeneID:213054,Gabpb2
GeneID:56772,Mllt11
GeneID:57912,Cdc42se1
GeneID:229588,Gm128
GeneID:171388,Bnipl
GeneID:71790,Anxa9
GeneID:229595,Adamtsl4
GeneID:13601,Ecm1
GeneID:71807,Tars2
GeneID:621893,Hist2h2ab
GeneID:319176,Hist2h2ac
GeneID:319190,Hist2h2be
GeneID:21384,Tbx15
GeneID:329727,Dennd2c
GeneID:80281,Cttnbp2nl
GeneID:12977,Csf1
GeneID:68312,Gstm7
GeneID:14867,Gstm6
GeneID:14864,Gstm3
GeneID:624701,Gm12497
GeneID:14863,Gstm2
GeneID:14862,Gstm1
GeneID:100043641,Gm12502
GeneID:26442,Psma5
GeneID:20661,Sort1
GeneID:100502732,Gm19343
GeneID:19299,Abcd3
GeneID:14630,Gclm
GeneID:29815,Bcar3
GeneID:211550,Tifa
GeneID:211556,Ap1ar
GeneID:13645,Egf
GeneID:15107,Hadh
GeneID:114249,Npnt
GeneID:74446,Slc9b1
GeneID:19055,Ppp3ca
GeneID:73284,Ddit4l
GeneID:100503465,Gm19708
GeneID:67741,4930579F01Rik
GeneID:68369,0610031O16Rik
GeneID:11529,Adh7
GeneID:229877,Rap1gds1
GeneID:23908,Hs2st1
GeneID:229937,Znhit6
GeneID:70892,Ttll7
GeneID:54120,Gipc2
GeneID:20447,St6galnac3
GeneID:435766,Tnni3k
GeneID:53861,Zranb2
GeneID:68151,Wls
GeneID:67427,Rps20
GeneID:12319,Car8
GeneID:320152,4930412C18Rik
GeneID:72519,Tmem55a
GeneID:101056168,LOC101056168
GeneID:100038651,D130062J21Rik
GeneID:73205,3110043O21Rik
GeneID:100504458,Gm12367
GeneID:76959,Chmp5
GeneID:74164,Nfx1
GeneID:67123,Ubap1
GeneID:71901,Fam219a
GeneID:12804,Cntfr
GeneID:69961,Rpp25l
GeneID:53598,Dctn3
GeneID:269523,Vcp
GeneID:60534,Fancg
GeneID:100213,Rusc2
GeneID:50798,Gne
GeneID:230126,Shb
GeneID:22590,Xpa
GeneID:74753,5830415F09Rik
GeneID:93966,Hemgn
GeneID:107684,Coro2a
GeneID:242425,Gabbr2
GeneID:56737,Alg2
GeneID:66212,Sec61b
GeneID:76299,Erp44
GeneID:100434,Slc44a1
GeneID:19359,Rad23b
GeneID:100415914,Gm12505
GeneID:16600,Klf4
GeneID:545622,Ptpn3
GeneID:22166,Txn1
GeneID:18198,Musk
GeneID:14745,Lpar1
GeneID:230249,AI314180
GeneID:67103,Ptgr1
GeneID:50780,Rgs3
GeneID:230316,Megf9
GeneID:70122,Mllt3
GeneID:230484,Usp1
GeneID:26563,Ror1
GeneID:108079,Prkaa2
GeneID:67916,Ppap2b
GeneID:72475,Ssbp3
GeneID:619295,B230314M03Rik
GeneID:12896,Cpt2
GeneID:230598,Nrd1
GeneID:14084,Faf1
GeneID:78933,Agbl4
GeneID:666048,Trabd2b
GeneID:67182,Pdzk1ip1
GeneID:81906,Cyp4x1
GeneID:18710,Pik3r3
GeneID:17776,Mast2
GeneID:100502959,AV051173
GeneID:18477,Prdx1
GeneID:230661,Tesk2
GeneID:68276,Toe1
GeneID:70603,Mutyh
GeneID:78611,Btbd19
GeneID:242646,Tctex1d4
GeneID:12795,Plk3
GeneID:73804,Kif2c
GeneID:140546,Eri3
GeneID:14664,Slc6a9
GeneID:230673,Ipo13
GeneID:11876,Artn
GeneID:20441,St3gal3
GeneID:230674,Kdm4a
GeneID:20525,Slc2a1
GeneID:100316707,Mir1957
GeneID:230696,AU022252
GeneID:56401,Lepre1
GeneID:66101,Ppih
GeneID:73332,Ccdc30
GeneID:16656,Hivep3
GeneID:29871,Scmh1
GeneID:56198,Heyl
GeneID:11426,Macf1
GeneID:116748,Lsm10
GeneID:74178,Stk40
GeneID:230753,Thrap3
GeneID:245877,Map7d1
GeneID:27096,Trappc3
GeneID:214150,Ago3
GeneID:236511,Ago1
GeneID:54383,Phc2
GeneID:68828,Sync
GeneID:19646,Rbbp4
GeneID:230770,Tmem39b
GeneID:20218,Khdrbs1
GeneID:57317,Srsf4
GeneID:269587,Epb4.1
GeneID:101056016,LOC101056016
GeneID:353373,Rnu11
GeneID:230784,Sesn2
GeneID:14050,Eya3
GeneID:20544,Slc9a1
GeneID:100628620,Mir5122
GeneID:230810,Slc30a2
GeneID:56219,Extl1
GeneID:100163,Pafah2
GeneID:66146,Tmem57
GeneID:78806,Stpg1
GeneID:21401,Tcea3
GeneID:22704,Zfp46
GeneID:13844,Ephb2
GeneID:12540,Cdc42
GeneID:15530,Hspg2
GeneID:170707,Usp48
GeneID:230861,Eif4g3
GeneID:15441,Hp1bp3
GeneID:230863,Sh2d5
GeneID:18509,Pax7
GeneID:56365,Clcnkb
GeneID:29818,Hspb7
GeneID:56381,Spen
GeneID:100042951,Gm4123
GeneID:320456,B330016D10Rik
GeneID:70725,6330411D24Rik
GeneID:230895,Vps13d
GeneID:26372,Clcn6
GeneID:17769,Mthfr
GeneID:56717,Mtor
GeneID:69928,Apitd1
GeneID:110208,Pgd
GeneID:16561,Kif1b
GeneID:70556,Slc25a33
GeneID:74646,Spsb1
GeneID:100198,H6pd
GeneID:13806,Eno1
GeneID:74155,Errfi1
GeneID:100072,Camta1
GeneID:242785,Klhl21
GeneID:100090,Zbtb48
GeneID:70025,Acot7
GeneID:100129,Gpr153
GeneID:433809,Rnf207
GeneID:19934,Rpl22
GeneID:70673,Prdm16
GeneID:100038561,B230104I21Rik
GeneID:18647,Cdk14
GeneID:20349,Sema3e
GeneID:242851,Gnat3
GeneID:22791,Dnajc2
GeneID:19181,Psmc2
GeneID:269629,Lhfpl3
GeneID:20817,Srpk2
GeneID:735264,Mir671
GeneID:66993,Smarcd3
GeneID:231098,Dnajc5g
GeneID:58522,Trim54
GeneID:231125,Zfyve28
GeneID:24055,Sh3bp2
GeneID:81840,Sorcs2
GeneID:320661,D5Ertd579e
GeneID:109323,C1qtnf7
GeneID:57915,Tbc1d1
GeneID:19687,Rfc1
GeneID:22235,Ugdh
GeneID:53323,Ube2k
GeneID:22223,Uchl1
GeneID:70036,Dancr
GeneID:100313943,Snora26
GeneID:212986,Scfd2
GeneID:57357,Srd5a3
GeneID:69370,1700017L05Rik
GeneID:14715,Gnrhr
GeneID:73246,Rassf6
GeneID:20311,Cxcl5
GeneID:57349,Ppbp
GeneID:14825,Cxcl1
GeneID:20310,Cxcl2
GeneID:320696,Ccdc158
GeneID:27428,Shroom3
GeneID:52398,Sept11
GeneID:12452,Ccng2
GeneID:110075,Bmp3
GeneID:319818,A930011G23Rik
GeneID:231510,Agpat9
GeneID:231532,Arhgap24
GeneID:74624,4930429D17Rik
GeneID:19249,Ptpn13
GeneID:75750,Slc10a6
GeneID:13602,Sparcl1
GeneID:231549,Lrrc8d
GeneID:100042335,Rps15a-ps5
GeneID:21814,Tgfbr3
GeneID:14020,Evi5
GeneID:67266,Fam69a
GeneID:17765,Mtf2
GeneID:100503802,Gm10419
GeneID:381668,Fbrsl1
GeneID:209683,Ttc28
GeneID:56747,Sez6l
GeneID:243219,2900026A02Rik
GeneID:23790,Coro1c
GeneID:56356,Gltp
GeneID:68420,Ankrd13a
GeneID:66236,1500011B03Rik
GeneID:330173,2610524H06Rik
GeneID:74585,Sppl3
GeneID:109154,Mlec
GeneID:77407,Rab35
GeneID:75665,Ccdc64
GeneID:80888,Hspb8
GeneID:231668,Vsig10
GeneID:59043,Wsb2
GeneID:231670,Fbxo21
GeneID:170756,Slc24a6
GeneID:231713,Naa25
GeneID:338350,Acad12
GeneID:71985,Acad10
GeneID:56430,Clip1
GeneID:56325,Abcb9
GeneID:19679,Pitpnm2
GeneID:243272,Sbno1
GeneID:80291,Rilpl2
GeneID:76167,Snrnp35
GeneID:20602,Ncor2
GeneID:22021,Tpst1
GeneID:319974,Auts2
GeneID:22385,Baz1b
GeneID:58212,Srrm3
GeneID:15507,Hspb1
GeneID:109267,Srcrb4d
GeneID:13047,Cux1
GeneID:384309,Trim56
GeneID:74570,Zkscan1
GeneID:22697,Zscan21
GeneID:243312,Elfn1
GeneID:27979,Eif3b
GeneID:231861,Tnrc18
GeneID:108086,Rnf216
GeneID:66913,Kdelr2
GeneID:22757,Zkscan5
GeneID:72611,Zfp655
GeneID:66537,Pomp
GeneID:24109,Ubl3
GeneID:100039964,Gm15411
GeneID:100503307,Gm15408
GeneID:231915,Uspl1
GeneID:15505,Hsph1
GeneID:100503999,Gm20005
GeneID:243362,Stard13
GeneID:20392,Sgce
GeneID:170676,Peg10
GeneID:243725,Ppp1r9a
GeneID:65255,Asb4
GeneID:17992,Ndufa4
GeneID:68202,Ndufa5
GeneID:78910,Asb15
GeneID:232664,Ccdc136
GeneID:68794,Flnc
GeneID:72649,Tmem209
GeneID:75647,Ssmem1
GeneID:17294,Mest
GeneID:723930,Mir335
GeneID:54160,Copg2
GeneID:73652,2210408F21Rik
GeneID:66075,Chchd3
GeneID:14187,Akr1b8
GeneID:67861,Akr1b10
GeneID:243755,Slc13a4
GeneID:330286,D630045J12Rik
GeneID:320538,Ubn2
GeneID:66117,1110001J03Rik
GeneID:15258,Hipk2
GeneID:21391,Tbxas1
GeneID:22793,Zyx
GeneID:387512,Tas2r135
GeneID:66797,Cntnap2
GeneID:71982,Snx10
GeneID:54353,Skap2
GeneID:231986,Jazf1
GeneID:231991,Creb5
GeneID:387524,Znrf2
GeneID:73998,Herc3
GeneID:14701,Gng12
GeneID:71130,Sh2d6
GeneID:15277,Hk2
GeneID:20355,Sema4f
GeneID:26903,Dysf
GeneID:94282,Sfxn5
GeneID:52055,Rab11fip5
GeneID:735267,Mir705
GeneID:11746,Anxa4
GeneID:69538,Antxr1
GeneID:12785,Cnbp
GeneID:74589,Kbtbd12
GeneID:66098,Chchd6
GeneID:74122,Tmem43
GeneID:22591,Xpc
GeneID:21366,Slc6a6
GeneID:243548,Prickle2
GeneID:16206,Lrig1
GeneID:22200,Uba3
GeneID:65106,Arl6ip5
GeneID:232288,Frmd4b
GeneID:14911,Thumpd3
GeneID:14910,Gt(ROSA)26Sor
GeneID:72895,Setd5
GeneID:171095,Il17rc
GeneID:171508,Creld1
GeneID:210673,Prrt3
GeneID:110379,Sec13
GeneID:11941,Atp2b2
GeneID:232334,Vgll4
GeneID:68971,Tamm41
GeneID:19016,Pparg
GeneID:81896,Ift122
GeneID:330401,Tmcc1
GeneID:213391,Rassf4
GeneID:213393,8430408G22Rik
GeneID:78752,Csgalnact2
GeneID:213895,Bms1
GeneID:72720,Zfp248
GeneID:19365,Rad52
GeneID:11973,Atp6v1e1
GeneID:14792,Lpcat3
GeneID:14791,Emg1
GeneID:12034,Phb2
GeneID:387159,Mir141
GeneID:723944,Mir200c
GeneID:15170,Ptpn6
GeneID:14794,Spsb2
GeneID:21991,Tpi1
GeneID:22225,Usp5
GeneID:20276,Scnn1a
GeneID:21937,Tnfrsf1a
GeneID:213522,Plekhg6
GeneID:12527,Cd9
GeneID:232406,BC035044
GeneID:100504641,1700101I11Rik
GeneID:57436,Gabarapl1
GeneID:70686,Dusp16
GeneID:54343,Atf7ip
GeneID:56615,Mgst1
GeneID:109135,Plekha5
GeneID:79362,Bhlhe41
GeneID:16439,Itpr2
GeneID:622129,Gm6288
GeneID:67015,Ccdc91
GeneID:387314,Tmtc1
GeneID:66245,Hspbp1
GeneID:57775,Usp29
GeneID:232854,Zfp418
GeneID:67230,Zfp329
GeneID:243842,Gltscr1
GeneID:14709,Gng8
GeneID:19222,Ptgir
GeneID:53417,Hif3a
GeneID:330479,D830036C21Rik
GeneID:13870,Ercc1
GeneID:12051,Bcl3
GeneID:66071,Ethe1
GeneID:14809,Grik5
GeneID:232976,Zfp574
GeneID:67379,Dedd2
GeneID:330485,Tmem145
GeneID:269878,Megf8
GeneID:13108,Cyp2g1
GeneID:13107,Cyp2f2
GeneID:233011,Itpkc
GeneID:76889,Adck4
GeneID:18223,Numbl
GeneID:80297,Sptbn4
GeneID:66367,2310022A10Rik
GeneID:11652,Akt2
GeneID:22718,Zfp60
GeneID:320435,Rinl
GeneID:100038382,Gm10648
GeneID:60594,Capn12
GeneID:60595,Actn4
GeneID:72556,Zfp566
GeneID:26466,Zfp260
GeneID:12865,Cox7a1
GeneID:12336,Capns1
GeneID:333193,BC053749
GeneID:243912,Hspb6
GeneID:75660,Lin37
GeneID:66340,Psenen
GeneID:14751,Gpi1
GeneID:100126229,Gm12758
GeneID:233103,4931406P16Rik
GeneID:233107,Kctd15
GeneID:12606,Cebpa
GeneID:67471,Gpatch1
GeneID:68668,Klk5
GeneID:101568,Vrk3
GeneID:101056178,LOC101056178
GeneID:59047,Pnkp
GeneID:84113,Ptov1
GeneID:75613,Med25
GeneID:14936,Gys1
GeneID:14325,Ftl1
GeneID:12028,Bax
GeneID:18220,Nucb1
GeneID:56734,Tulp2
GeneID:12036,Bcat2
GeneID:72088,Ush1c
GeneID:78286,Nav2
GeneID:53415,Htatip2
GeneID:233328,Lrrk1
GeneID:56847,Aldh1a3
GeneID:233335,Synm
GeneID:16001,Igf1r
GeneID:66412,Arrdc4
GeneID:244059,Chd2
GeneID:665610,Gm7710
GeneID:75547,Akap13
GeneID:54608,Abhd2
GeneID:116904,Alpk3
GeneID:434203,Slc28a1
GeneID:16170,Il16
GeneID:66365,Ccdc90b
GeneID:666737,4632427E13Rik
GeneID:75985,Rab30
GeneID:233544,A630091E08Rik
GeneID:100503364,Gm19656
GeneID:17760,Map6
GeneID:52443,Mrpl48
GeneID:19346,Rab6a
GeneID:319604,Fam168a
GeneID:69710,Arap1
GeneID:11871,Art2a-ps
GeneID:101706,Numa1
GeneID:56212,Rhog
GeneID:257947,Olfr543
GeneID:257926,Olfr544
GeneID:258837,Olfr545
GeneID:109042,Prkcdbp
GeneID:57373,Akip1
GeneID:57355,BC051019
GeneID:69781,1600010M07Rik
GeneID:233726,Ipo7
GeneID:767812,AA474408
GeneID:20841,Zfp143
GeneID:22390,Wee1
GeneID:11535,Adm
GeneID:11717,Ampd3
GeneID:67150,Rnf141
GeneID:114332,Lyve1
GeneID:17540,Mrvi1
GeneID:22083,Ctr9
GeneID:75239,4930543E12Rik
GeneID:11865,Arntl
GeneID:26440,Psma1
GeneID:20679,Sox6
GeneID:68469,1110006G14Rik
GeneID:101055734,LOC101055734
GeneID:319622,Itpripl2
GeneID:56209,Gde1
GeneID:101056011,LOC101056011
GeneID:233833,Tnrc6a
GeneID:16190,Il4ra
GeneID:56420,Ppp4c
GeneID:11674,Aldoa
GeneID:78388,Mvp
GeneID:67278,Pagr1a
GeneID:69017,Prrt2
GeneID:233895,Prr14
GeneID:29810,Bag3
GeneID:57752,Tacc2
GeneID:15372,Hmx2
GeneID:12237,Bub3
GeneID:77590,Chst15
GeneID:100502937,Gm19463
GeneID:100043682,Gm10584
GeneID:77938,Fam53b
GeneID:101437,Dhx32
GeneID:66930,Fank1
GeneID:11489,Adam12
GeneID:71007,D7Ertd443e
GeneID:17314,Mgmt
GeneID:12176,Bnip3
GeneID:74004,Jakmip3
GeneID:338417,Scgb1c1
GeneID:69287,Odf3
GeneID:54399,Bet1l
GeneID:101489,Ric8
GeneID:64384,Sirt3
GeneID:330671,B4galnt4
GeneID:56460,Pkp3
GeneID:71345,Ano9
GeneID:27388,Ptdss2
GeneID:21351,Taldo1
GeneID:66853,Pnpla2
GeneID:213573,Efcab4a
GeneID:12476,Cd151
GeneID:66491,Polr2l
GeneID:64540,Tspan4
GeneID:13033,Ctsd
GeneID:16985,Lsp1
GeneID:16535,Kcnq1
GeneID:63830,Kcnq1ot1
GeneID:72267,Lrrc8e
GeneID:26400,Map2k7
GeneID:100044509,Gm14378
GeneID:13642,Efnb2
GeneID:244281,Myo16
GeneID:12827,Col4a2
GeneID:66790,Grtp1
GeneID:78335,2810030D12Rik
GeneID:19414,Rasa3
GeneID:234094,Arhgef10
GeneID:244329,Mcph1
GeneID:319581,Xkr5
GeneID:78128,Spag11a
GeneID:20516,Slc20a2
GeneID:100502938,Gm17491
GeneID:22335,Vdac3
GeneID:101055820,LOC101055820
GeneID:270035,Letm2
GeneID:234135,Whsc1l1
GeneID:67207,Lsm1
GeneID:20845,Star
GeneID:23808,Ash2l
GeneID:13685,Eif4ebp1
GeneID:108159,Ubxn8
GeneID:14782,Gsr
GeneID:319520,Dusp4
GeneID:675578,Gm9648
GeneID:330737,5430403N17Rik
GeneID:68797,Pdgfrl
GeneID:102103,Mtus1
GeneID:100045396,Gm9908
GeneID:69479,1700029J07Rik
GeneID:12367,Casp3
GeneID:16956,Lpl
GeneID:620419,Zfp963
GeneID:80720,Pbx4
GeneID:234373,Sugp2
GeneID:100503831,LOC100503831
GeneID:12931,Crlf1
GeneID:66462,2810428I15Rik
GeneID:22186,Uba52
GeneID:23886,Gdf15
GeneID:326618,Tpm4
GeneID:100505001,LOC100505001
GeneID:11767,Ap1m1
GeneID:16598,Klf2
GeneID:16795,Large
GeneID:15368,Hmox1
GeneID:110784,Nr3c2
GeneID:330812,Rnf150
GeneID:106529,Tecr
GeneID:100049549,Mir181d
GeneID:723819,Mir181c
GeneID:387216,Mir23a
GeneID:387220,Mir27a
GeneID:723960,Mir24-2
GeneID:100526528,Mir3074-2
GeneID:212168,Zswim4
GeneID:101966,D8Ertd738e
GeneID:18032,Nfix
GeneID:21672,Prdx2
GeneID:16477,Junb
GeneID:68544,2310036O22Rik
GeneID:212999,Tnpo2
GeneID:108682,Gpt2
GeneID:244562,Abcc12
GeneID:214627,Papd5
GeneID:100503817,Gm19910
GeneID:244585,Rpgrip1l
GeneID:16373,Irx3
GeneID:101055810,LOC101055810
GeneID:244595,Ces1a
GeneID:382044,Ces1b
GeneID:75704,Ces1h
GeneID:17751,Mt3
GeneID:17750,Mt2
GeneID:17748,Mt1
GeneID:71805,Nup93
GeneID:50788,Fbxl8
GeneID:26386,Hsf4
GeneID:78688,Nol3
GeneID:74356,4931428F04Rik
GeneID:667846,Gm8841
GeneID:74334,Ranbp10
GeneID:72236,Tsnaxip1
GeneID:272538,Tango6
GeneID:18104,Nqo1
GeneID:67619,Nob1
GeneID:17463,Psmd7
GeneID:11765,Ap1g1
GeneID:20340,Glg1
GeneID:170737,Znrf1
GeneID:52815,Ldhd
GeneID:270096,Mon1b
GeneID:668110,Syce1l
GeneID:63857,Bcmo1
GeneID:74440,Cmip
GeneID:234779,Plcg2
GeneID:12554,Cdh13
GeneID:71839,Osgin1
GeneID:117148,Necab2
GeneID:72042,Cotl1
GeneID:22224,Usp10
GeneID:382034,Gse1
GeneID:77087,Ankrd11
GeneID:100503230,Gm19600
GeneID:209966,Pgbd5
GeneID:101056077,LOC101056077
GeneID:75930,4930567H12Rik
GeneID:67952,Tomm20
GeneID:52202,Rbm34
GeneID:93742,Pard3
GeneID:16412,Itgb1
GeneID:55991,Panx1
GeneID:66917,Chordc1
GeneID:53867,Col5a3
GeneID:100503569,Gm16754
GeneID:50868,Keap1
GeneID:94226,S1pr5
GeneID:235040,Atg4d
GeneID:19340,Rab3d
GeneID:235043,Tmem205
GeneID:67119,Ccdc159
GeneID:68743,Anln
GeneID:80517,Herpud2
GeneID:235184,Msantd2
GeneID:78194,4930546K05Rik
GeneID:272589,Tbcel
GeneID:69632,Arhgef12
GeneID:101055886,LOC101055886
GeneID:235300,Tmem136
GeneID:72169,Trim29
GeneID:270151,Nlrx1
GeneID:192663,Abcg4
GeneID:214162,Mll1
GeneID:11936,Fxyd2
GeneID:74602,4833428L15Rik
GeneID:70661,Sik3
GeneID:434401,Gm5616
GeneID:104444,Rexo2
GeneID:67010,Rbm7
GeneID:235330,Ttc12
GeneID:66317,Wdr61
GeneID:235386,Agphd1
GeneID:246735,AY074887
GeneID:26441,Psma4
GeneID:19200,Pstpip1
GeneID:56434,Tspan3
GeneID:66812,Ppcdc
GeneID:69459,Ubl7
GeneID:74879,4930461G14Rik
GeneID:73673,2410076I21Rik
GeneID:73893,Tmem202
GeneID:15211,Hexa
GeneID:67287,Parp6
GeneID:18746,Pkm
GeneID:319480,Itga11
GeneID:73397,1700055C04Rik
GeneID:68697,1110036E04Rik
GeneID:214058,Megf11
GeneID:214424,Parp16
GeneID:102595,Plekho2
GeneID:214812,Zfp609
GeneID:13143,Dapk2
GeneID:235441,Usp3
GeneID:22003,Tpm1
GeneID:19883,Rora
GeneID:68178,Cgnl1
GeneID:50772,Mapk6
GeneID:71274,4933433G15Rik
GeneID:50875,Tmod3
GeneID:208982,Hmgcll1
GeneID:208994,Fam83b
GeneID:14629,Gclc
GeneID:71538,Fbxo9
GeneID:56542,Ick
GeneID:14860,Gsta4
GeneID:108837,Ibtk
GeneID:17436,Me1
GeneID:319556,A330041J22Rik
GeneID:23959,Nt5e
GeneID:67016,Tbc1d2b
GeneID:68861,1190002N15Rik
GeneID:333424,A4gnt
GeneID:72507,Dzip1l
GeneID:213208,Il20rb
GeneID:28135,Cep63
GeneID:69010,Anapc13
GeneID:56332,Amotl2
GeneID:434510,Gm5627
GeneID:81907,Tmem108
GeneID:70235,Poc1a
GeneID:76257,Slc38a3
GeneID:14685,Gnat1
GeneID:20350,Sema3f
GeneID:66257,Nicn1
GeneID:434437,Amt
GeneID:102791,Tcta
GeneID:11848,Rhoa
GeneID:71472,Usp19
GeneID:23807,Arih2
GeneID:57279,Slc25a20
GeneID:270198,Pfkfb4
GeneID:66940,Shisa5
GeneID:22040,Trex1
GeneID:235610,Atrip
GeneID:20776,Tmie
GeneID:235633,Als2cl
GeneID:71268,Lrrfip2
GeneID:207181,Rbms3
GeneID:54214,Golga4
GeneID:20264,Scn10a
GeneID:208638,Slc25a38
GeneID:215446,Entpd3
GeneID:67115,Rpl14
GeneID:76100,5830454E08Rik
GeneID:100502861,Ccdc13
GeneID:245050,Fam198a
GeneID:215494,Gtdc2
GeneID:109332,Cdcp1
GeneID:209446,Tfe3
GeneID:245350,AA414768
GeneID:236690,Nyx
GeneID:68800,1110059M19Rik
GeneID:15452,Hprt
GeneID:15931,Ids
GeneID:16151,Ikbkg
GeneID:14381,G6pdx
GeneID:102866,Pls3
GeneID:21372,Tbl1x
GeneID:18679,Phka1
GeneID:70252,Jpx
GeneID:621818,Gm9785
GeneID:494468,Armcx5
GeneID:67298,Gprasp1
GeneID:102871,D330045A20Rik
GeneID:245666,Iqsec2
GeneID:20591,Kdm5c
GeneID:69656,Pir
