Symbol,SIDM00551,SIDM00478,SIDM00326,SIDM01026,SIDM01028,SIDM00278,SIDM00250,SIDM01032,SIDM01031,SIDM01024,SIDM01027,SIDM00956,SIDM00347,SIDM00325,SIDM01025,SIDM00349,SIDM00052,SIDM01029,SIDM00322
HSPA8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
IFITM3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
INCENP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
KANSL2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
KRTAP4-11,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
KRTAP9-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LAS1L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
MCM3AP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MCM5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
MED20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
MED21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
MED27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MED30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
MEPCE,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
MMS22L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MTOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
NCAPG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
NDC80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
NGDN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
NOC2L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
NOP10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
NOP14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NOP56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
NSA2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NUP133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
NUP155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
NUP214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
NUP98,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
OPA1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
PDCD11,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
PDCD7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
PES1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
PGAM4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
PHF5A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
PISD,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
PMF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
POLA2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
POLE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
POLR3K,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
POMP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
POP1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
PPP1R11,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
PPP1R12A,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
PRPF31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
PRPF38B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
PSMC1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
PSMC4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
PSMD11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
PSMG3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
PSMG4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RAD17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
RBBP4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
RBM17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
RBM39,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
RFC2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
RFC3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
RFT1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
RINT1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
RNF20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
RNGTT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
RPAP3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
RPL22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
RPL24,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
RPL26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
RPL7L1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
RPLP2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
RPP40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
RRP7A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
RUVBL1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
SAMM50,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
SAP18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
SF3B2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
SGOL1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
SMC4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
SNRNP35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
SNRPB2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
SPATA5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
SRRT,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SS18L2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
SUPT5H,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
SUPT6H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
TCEB1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
TCP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
THOC3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
TIMM13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
TOP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
TPX2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
TRAPPC1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
TRAPPC5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
TRAPPC8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
TUBA1B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
TUBGCP3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
TUBGCP6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
U2SURP,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
USP5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
UTP15,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
WDR36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
WDR5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
YAE1D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
ZBTB17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
ZBTB8OS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ZNF259,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
ZNF407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
AFG3L2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
AKIRIN2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
ALG1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
ALG2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
ATP1A1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
ATP5A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
AURKA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
BCAS2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
BCCIP,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
BOP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
BRF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
CCDC59,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
CCNA2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
CCT4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
CEBPZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
CENPA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
CENPC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
CENPK,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
CPSF6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
CTR9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
DHX8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
DNAJA3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
DNAJC17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
DNTTIP2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
EIF2B5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
EIF3G,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
EIF3M,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
EXOSC8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
FAM32A,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
FAU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
FDX1L,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
FIP1L1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
GEMIN7,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
GGPS1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
GGTLC1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
GGTLC2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
GMPS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
GNL2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
GNL3L,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
GOLGA6A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
GOSR2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
GTF3C2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
HAUS4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
HAUS7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
HSPA5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
HTATSF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
HYPK,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
INTS3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
KRTAP5-6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
LCE1E,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
LIN52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
LIN9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
MAGOH,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
MCM7,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
MYC,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
NCAPD2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
NCAPH,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
NLE1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
NOL9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
NPAT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
NSL1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
NUP205,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
NUP93,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
NUS1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
ORAOV1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
ORC1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
PCBP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
PGGT1B,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
PLK4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
PLRG1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
PMF1-BGLAP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
PMPCA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
PNO1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
POLR1A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
PPIL4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
PPP2R1A,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
PPWD1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
PRAMEF6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
PRMT1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
PRPF18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
PSMC2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
PTPN11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
RABGGTA,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
RNMT,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
RPL7A,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
RPP21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
RPS2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
SENP6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
SF3B1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
SFPQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
SHFM1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
SIN3A,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
SKA1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
SKP1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
SMC3,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
SMG6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
SMNDC1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
SNAPC4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
SNUPN,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
SRFBP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
STX18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
SUGT1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
SYF2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
TAF1B,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
TBCD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
TCEB2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
THOC1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
THOC5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
TIPIN,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
TMA16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
TOMM22,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
TP53RK,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
TPR,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
TPT1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
TSR1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
TUBGCP2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
UBE2M,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
UPF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
WDR61,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
WDR82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
XRN2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
ADAR,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
AK6,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
ARPC4,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
ATP5D,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
ATP6V1F,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
BUB1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
C18orf21,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
CASC5,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1
CDK11A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
CLSPN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
CMPK1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
CNOT3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
COX19,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1
DAP3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
DDX41,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
DENR,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1
DNM2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
DPH3,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
DUXA,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
EFTUD1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
EIF1AD,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
EIF3C,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
EIF5A,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
ELP2,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
ETF1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
EXOSC5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
FBXW11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
FKBP1A,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
FNTA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
GEMIN6,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
GTF2E2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
GTF2F1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
GTF2H1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0
GTF2H2C,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
HARS,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
HAUS8,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
HIST1H2BG,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
IARS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
ILF2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
INTS7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
INTS8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
ISY1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
KRTAP5-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
LCE1F,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1
LETM1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
LSG1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
MAD2L2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
MASTL,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
MCM4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
MRPL36,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
MRPL45,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0
NAPG,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
NDUFB3,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
NKAP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
NOL7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
NRDE2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
NUP50,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
NUP85,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
PABPN1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
PDPK1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
PNPT1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
POLR3E,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
POTEI,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
PPA1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
PRIM1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
PRPF6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
RAC1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
RBBP8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
RBM22,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
RBM25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
RBM8A,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
RBMXL1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
RFC1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
RPF1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
RRP15,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1
RRS1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
SEH1L,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
SLC35B1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0
SLC39A7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
SMC2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
SMG1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
SNAPC2,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1
SOD1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0
SPCS2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
SRCAP,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
SSRP1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
STRAP,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0
SYS1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
TAF12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
TCOF1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0
TOP3A,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
TRAPPC11,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0
