Symbol,SIDM00551,SIDM00478,SIDM00326,SIDM01026,SIDM01028,SIDM00278,SIDM00250,SIDM01032,SIDM01031,SIDM01024,SIDM01027,SIDM00956,SIDM00347,SIDM00325,SIDM01025,SIDM00349,SIDM00052,SIDM01029,SIDM00322
RSL24D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RTFDC1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RUVBL2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SACM1L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SAP30BP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SARS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SART3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCFD1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SDAD1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SDE2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF3A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF3A2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF3A3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF3B14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF3B3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF3B4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SF3B5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SKIV2L2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SLMO2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SLU7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMC1A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMU1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNAPC1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNRNP70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNRPA1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNRPD1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNRPD2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNRPD3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNRPE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNRPG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNW1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPC24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPC25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRP19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRP54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRSF2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRSF3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRSF7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SSB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SSU72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SUPT16H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SYMPK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THOC2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THOC7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TICRR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TNPO3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TONSL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TOP2A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRAPPC3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRNT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TSR2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TTC27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TTK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TUBG1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TWISTNB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TXNL4A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U2AF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U2AF2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UBA1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UBA52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UBE2I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UBE2L3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UBL5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UPF2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
URI1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
USP39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VARS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VCP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VPS25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VPS28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WARS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WBSCR22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WDR33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WEE1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YARS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AAMP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
AARS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
ABCB7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ABCF1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
ACTR10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
ACTR2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ALG1L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
ALYREF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
ANAPC10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
ANAPC11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
ANAPC2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ARL2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ATP5L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ATP6V0D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BUD31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
C21orf59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
C3orf17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
CBWD3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
CCNH,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
CDC20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
CDC37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
CDC6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
CDK7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
CENPN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
CHCHD4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHMP6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
CIRH1A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
COPB1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
COPS8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
COPZ1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
CRCP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CRNKL1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
CWC22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
DBR1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
DDX49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
DDX54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
DIEXF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
DYNC1H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
EIF2B3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
EIF2B4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
EIF3D,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
EIF4E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
EIF5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ELL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
ERCC3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
EXOSC7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
FARSA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
GEMIN5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GINS1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
GPKOW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
GSPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
GTF2F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
GUK1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
HAUS6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HCFC1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
HIST1H2BC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
HIST1H2BH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
HSPE1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IMP4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
INTS2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
INTS4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
INTS9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
KCMF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
KIAA1429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
KIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
KRR1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LOC729574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
LSM3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LTV1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LYRM4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MAX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
MCM2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MCM6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MED14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MED17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
MED28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
MFAP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
MPHOSPH10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
MRPL34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NAA15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
NAT10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NIP7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NMD3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
NOP58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NPLOC4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NVL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
PCBP2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
PCID2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
PFDN6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
PLGLB2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
PMPCB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
POLA1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
POLD2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
POLE2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
POLR1B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
POLR1C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
POLR2I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
POLR3C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
POP7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
PPAN,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
PPP1CB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
PREB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
PRPF40A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
PSMA1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
PSMA3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
PSMA5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
PSMB4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
PSMB6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
PSMD13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
PSMD3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RACGAP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RAE1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
RBBP6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
RCL1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RFC4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
RFC5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RGPD6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
RIOK1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RIOK2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RNF113A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RPAP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
RPAP2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
RPF2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
RPL18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
RPL23A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RPL34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RPL35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RPL35A,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RPL36A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
RPL7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RPLP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RPP30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RPS3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
RPS4X,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
RRP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
RRP9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SAE1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SBDS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
SEC13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SEC61A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
SEC61G,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
SNAPC3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SNRNP200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SNRNP25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SNRNP27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
SNRPB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SNRPF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SPCS3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SPDL1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
SRBD1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRP68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRP9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
SRSF1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
TANGO6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TARS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
TBCA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TFIP11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TIMELESS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TOMM40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
TOPBP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
TRMT112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TSG101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TUBA1C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TUBGCP4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TUT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
TXN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UBA2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UBB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UBTF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UFD1L,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
USPL1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UTP11L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
UTP14A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UTP6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UXT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
WDR12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
WDR3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
WDR43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
WDR70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
WDR75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
WDR77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
XAB2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
XRCC5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
XRCC6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
YBX1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
YKT6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
ZCCHC9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
AATF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ABT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AHCTF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ARGLU1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
ATP2A2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
ATP6V1G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
ATR,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
ATXN10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
BMS1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
BRIX1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
BUB1B,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
BYSL,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CACTIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
CCT5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
CDC42,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CDCA8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
CENPI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
CHAF1A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
CHERP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
CINP,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
CLNS1A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
COPE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
COPS4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
COX17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
CSTF3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
DCTN3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
DDX20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
DDX21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
DDX46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
DHFR,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
DHX16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
DHX37,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
DONSON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
DSN1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
DYNLRB1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
EIF1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
EIF3CL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
EIF3F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
EIF6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ELAC2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ERCC2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
EXOSC2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
EXOSC3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
EXOSC4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
EXOSC6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
FAM103A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
FAM96B,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
GABPA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
GBF1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
GPS1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
GRB2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
HIST1H2BJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
HJURP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
HNRNPC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
